NP_250241.1|PA1550	96432ae5ac6425755c608d6b69f709f6	179	Pfam	PF05751	FixH	12	155	1.0E-38	T	05-02-2023	IPR008620	Nitrogen fixation protein FixH	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	FunFam	G3DSA:1.10.730.10:FF:000003	Leucine--tRNA ligase	638	810	2.3E-79	T	05-02-2023	-	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	SUPERFAMILY	SSF47323	Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases	675	872	9.53E-34	T	05-02-2023	IPR009080	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	PANTHER	PTHR43740	LEUCYL-TRNA SYNTHETASE	3	872	0.0	T	05-02-2023	IPR002302	Leucine-tRNA ligase	GO:0000166|GO:0004823|GO:0005524|GO:0006429
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	FunFam	G3DSA:3.40.50.620:FF:000003	Leucine--tRNA ligase	32	252	2.9E-111	T	05-02-2023	-	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	SUPERFAMILY	SSF52374	Nucleotidylyl transferase	5	681	0.0	T	05-02-2023	-	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	CDD	cd00812	LeuRS_core	34	235	1.42592E-87	T	05-02-2023	-	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	FunFam	G3DSA:3.40.50.620:FF:000124	Leucine--tRNA ligase	365	583	1.1E-100	T	05-02-2023	-	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	Pfam	PF09334	tRNA synthetases class I (M)	39	171	5.9E-19	T	05-02-2023	IPR015413	Methionyl/Leucyl tRNA synthetase	GO:0000166|GO:0004812|GO:0005524|GO:0006418
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	SUPERFAMILY	SSF50677	ValRS/IleRS/LeuRS editing domain	226	424	1.26E-49	T	05-02-2023	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	GO:0002161|GO:0006418
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	Pfam	PF13603	Leucyl-tRNA synthetase, Domain 2	221	413	4.8E-68	T	05-02-2023	IPR025709	Leucyl-tRNA synthetase, editing domain	GO:0002161|GO:0006418
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	CDD	cd07958	Anticodon_Ia_Leu_BEm	671	789	8.32098E-45	T	05-02-2023	-	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	Pfam	PF00133	tRNA synthetases class I (I, L, M and V)	631	666	4.9E-7	T	05-02-2023	IPR002300	Aminoacyl-tRNA synthetase, class Ia	GO:0000166|GO:0004812|GO:0005524|GO:0006418
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	Pfam	PF00133	tRNA synthetases class I (I, L, M and V)	428	584	5.5E-8	T	05-02-2023	IPR002300	Aminoacyl-tRNA synthetase, class Ia	GO:0000166|GO:0004812|GO:0005524|GO:0006418
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	FunFam	G3DSA:2.20.28.290:FF:000001	Leucine--tRNA ligase	581	637	1.6E-24	T	05-02-2023	-	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	FunFam	G3DSA:3.10.20.590:FF:000001	Leucine--tRNA ligase	811	873	1.1E-25	T	05-02-2023	-	-
NP_252676.1|PA3987	603673aef9e28bb5d1f6bd93e7693421	873	FunFam	G3DSA:3.90.740.10:FF:000012	Leucine--tRNA ligase	239	419	2.3E-85	T	05-02-2023	-	-
NP_253399.1|PA4711	679719b0e81979b113cf5b038ff2f6d6	115	CDD	cd03467	Rieske	12	108	1.89455E-18	T	05-02-2023	-	-
NP_253399.1|PA4711	679719b0e81979b113cf5b038ff2f6d6	115	Pfam	PF00355	Rieske [2Fe-2S] domain	11	94	5.4E-11	T	05-02-2023	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0051537
NP_253399.1|PA4711	679719b0e81979b113cf5b038ff2f6d6	115	SUPERFAMILY	SSF50022	ISP domain	10	114	3.01E-25	T	05-02-2023	IPR036922	Rieske [2Fe-2S] iron-sulphur domain superfamily	GO:0051537
NP_253399.1|PA4711	679719b0e81979b113cf5b038ff2f6d6	115	PANTHER	PTHR40261	-	33	114	2.0E-20	T	05-02-2023	-	-
NP_251129.1|PA2439	c725b960ba4b10461253bdbf110d8832	666	PANTHER	PTHR43327	STOMATIN-LIKE PROTEIN 2, MITOCHONDRIAL	329	647	4.9E-27	T	05-02-2023	-	-
NP_251129.1|PA2439	c725b960ba4b10461253bdbf110d8832	666	CDD	cd03404	SPFH_HflK	318	621	3.3482E-59	T	05-02-2023	IPR010201	HflK	GO:0016020
NP_251129.1|PA2439	c725b960ba4b10461253bdbf110d8832	666	Pfam	PF01145	SPFH domain / Band 7 family	334	552	2.0E-39	T	05-02-2023	IPR001107	Band 7 domain	-
NP_251129.1|PA2439	c725b960ba4b10461253bdbf110d8832	666	SUPERFAMILY	SSF117892	Band 7/SPFH domain	431	540	7.32E-11	T	05-02-2023	IPR036013	Band 7/SPFH domain superfamily	-
NP_253536.1|PA4849	40f14fb1380249dbac9e7c72a5b15b33	288	Pfam	PF07264	Etoposide-induced protein 2.4 (EI24)	21	258	4.2E-15	T	05-02-2023	-	-
NP_253110.1|PA4420	317be90da4a2b16f1bb58c0a3f675140	313	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	7	312	2.94E-48	T	05-02-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	-
NP_253110.1|PA4420	317be90da4a2b16f1bb58c0a3f675140	313	FunFam	G3DSA:1.10.150.170:FF:000003	Ribosomal RNA small subunit methyltransferase H	114	216	4.0E-40	T	05-02-2023	-	-
NP_253110.1|PA4420	317be90da4a2b16f1bb58c0a3f675140	313	SUPERFAMILY	SSF81799	Putative methyltransferase TM0872, insert domain	116	215	1.44E-34	T	05-02-2023	IPR023397	S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain superfamily	GO:0008168
NP_253110.1|PA4420	317be90da4a2b16f1bb58c0a3f675140	313	Pfam	PF01795	MraW methylase family	5	311	6.8E-111	T	05-02-2023	IPR002903	Ribosomal RNA small subunit methyltransferase H	GO:0008168
NP_253110.1|PA4420	317be90da4a2b16f1bb58c0a3f675140	313	PANTHER	PTHR11265	S-ADENOSYL-METHYLTRANSFERASE MRAW	4	312	6.7E-97	T	05-02-2023	IPR002903	Ribosomal RNA small subunit methyltransferase H	GO:0008168
NP_253427.1|PA4739	ed6cb0d3e417c58befec829429760ef5	114	FunFam	G3DSA:3.30.1340.30:FF:000001	Molecular chaperone OsmY	47	111	1.7E-23	T	05-02-2023	-	-
NP_253427.1|PA4739	ed6cb0d3e417c58befec829429760ef5	114	Pfam	PF04972	BON domain	45	108	2.2E-18	T	05-02-2023	IPR007055	BON domain	-
NP_253427.1|PA4739	ed6cb0d3e417c58befec829429760ef5	114	PANTHER	PTHR34606	BON DOMAIN-CONTAINING PROTEIN	33	108	3.4E-22	T	05-02-2023	-	-
NP_251785.1|PA3095	c304307a554f0b55ef0e2b8f606ae9d5	174	Pfam	PF04612	Type II secretion system (T2SS), protein M	18	171	2.8E-45	T	05-02-2023	IPR007690	Type II secretion system protein GspM	GO:0015627|GO:0015628
NP_251785.1|PA3095	c304307a554f0b55ef0e2b8f606ae9d5	174	SUPERFAMILY	SSF103054	General secretion pathway protein M, EpsM	99	171	5.1E-15	T	05-02-2023	IPR023229	Type II secretion system protein GspM, periplasmic domain superfamily	-
NP_249840.1|PA1149	8970ce85f1fc651e1723f7600bae4f1a	122	Pfam	PF09961	Uncharacterized protein conserved in bacteria (DUF2195)	6	121	4.6E-39	T	05-02-2023	IPR018696	Protein of unknown function DUF2195	-
NP_251616.1|PA2926	cd1514665e2be69e0827888ade189a6d	255	FunFam	G3DSA:3.40.50.300:FF:000020	Amino acid ABC transporter ATP-binding component	2	254	6.3E-112	T	05-02-2023	-	-
NP_251616.1|PA2926	cd1514665e2be69e0827888ade189a6d	255	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	4	249	8.16E-73	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_251616.1|PA2926	cd1514665e2be69e0827888ade189a6d	255	PANTHER	PTHR43166	AMINO ACID IMPORT ATP-BINDING PROTEIN	3	251	5.4E-85	T	05-02-2023	-	-
NP_251616.1|PA2926	cd1514665e2be69e0827888ade189a6d	255	Pfam	PF00005	ABC transporter	19	179	1.8E-31	T	05-02-2023	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524
NP_250890.1|PA2200	d27a7fc14b5a3c38b7c3b91ef3cb80ea	531	CDD	cd01948	EAL	280	519	1.25933E-80	T	05-02-2023	IPR001633	EAL domain	-
NP_250890.1|PA2200	d27a7fc14b5a3c38b7c3b91ef3cb80ea	531	PANTHER	PTHR33121	CYCLIC DI-GMP PHOSPHODIESTERASE PDEF	278	527	1.5E-71	T	05-02-2023	-	-
NP_250890.1|PA2200	d27a7fc14b5a3c38b7c3b91ef3cb80ea	531	Pfam	PF12792	CSS motif domain associated with EAL	46	242	4.9E-37	T	05-02-2023	IPR024744	Putative cyclic diguanylate phosphodiesterase, CSS motif-containing domain	-
NP_250890.1|PA2200	d27a7fc14b5a3c38b7c3b91ef3cb80ea	531	Pfam	PF00563	EAL domain	281	513	1.0E-56	T	05-02-2023	IPR001633	EAL domain	-
NP_250890.1|PA2200	d27a7fc14b5a3c38b7c3b91ef3cb80ea	531	SUPERFAMILY	SSF141868	EAL domain-like	281	527	2.48E-66	T	05-02-2023	IPR035919	EAL domain superfamily	-
NP_253269.1|PA4579	4c0b802071de5773512495018a44dc12	618	Pfam	PF13387	Domain of unknown function (DUF4105)	119	291	9.8E-61	T	05-02-2023	IPR025178	Domain of unknown function DUF4105	-
NP_250956.1|PA2266	5cd4eb156ed31ffcdacde1ed9c13efc8	439	SUPERFAMILY	SSF46626	Cytochrome c	19	152	1.4E-23	T	05-02-2023	IPR036909	Cytochrome c-like domain superfamily	GO:0009055|GO:0020037
NP_250956.1|PA2266	5cd4eb156ed31ffcdacde1ed9c13efc8	439	Pfam	PF00034	Cytochrome c	30	127	7.0E-5	T	05-02-2023	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
NP_250956.1|PA2266	5cd4eb156ed31ffcdacde1ed9c13efc8	439	Pfam	PF00034	Cytochrome c	176	287	2.2E-4	T	05-02-2023	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
NP_250956.1|PA2266	5cd4eb156ed31ffcdacde1ed9c13efc8	439	PANTHER	PTHR35008	BLL4482 PROTEIN-RELATED	6	420	6.6E-119	T	05-02-2023	-	-
NP_250956.1|PA2266	5cd4eb156ed31ffcdacde1ed9c13efc8	439	SUPERFAMILY	SSF46626	Cytochrome c	176	293	1.03E-19	T	05-02-2023	IPR036909	Cytochrome c-like domain superfamily	GO:0009055|GO:0020037
NP_250956.1|PA2266	5cd4eb156ed31ffcdacde1ed9c13efc8	439	SUPERFAMILY	SSF46626	Cytochrome c	315	417	5.44E-26	T	05-02-2023	IPR036909	Cytochrome c-like domain superfamily	GO:0009055|GO:0020037
NP_250956.1|PA2266	5cd4eb156ed31ffcdacde1ed9c13efc8	439	Pfam	PF13442	Cytochrome C oxidase, cbb3-type, subunit III	313	397	7.7E-11	T	05-02-2023	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
NP_251248.1|PA2558	9738b28e97a678a5fc5d0acbe4d9d07c	230	PANTHER	PTHR33778	PROTEIN MGTC	4	226	9.2E-56	T	05-02-2023	IPR003416	MgtC/SapB/SrpB/YhiD family	GO:0016020
NP_251248.1|PA2558	9738b28e97a678a5fc5d0acbe4d9d07c	230	Pfam	PF02308	MgtC family	9	129	8.0E-33	T	05-02-2023	IPR003416	MgtC/SapB/SrpB/YhiD family	GO:0016020
NP_250372.1|PA1681	9d408bffe2a7c901e1f4e36aa3c957f1	363	CDD	cd07304	Chorismate_synthase	10	341	0.0	T	05-02-2023	IPR000453	Chorismate synthase	GO:0004107|GO:0009073
NP_250372.1|PA1681	9d408bffe2a7c901e1f4e36aa3c957f1	363	FunFam	G3DSA:3.60.150.10:FF:000001	Chorismate synthase	1	360	0.0	T	05-02-2023	-	-
NP_250372.1|PA1681	9d408bffe2a7c901e1f4e36aa3c957f1	363	SUPERFAMILY	SSF103263	Chorismate synthase, AroC	4	354	0.0	T	05-02-2023	IPR035904	Chorismate synthase AroC superfamily	-
NP_250372.1|PA1681	9d408bffe2a7c901e1f4e36aa3c957f1	363	PANTHER	PTHR21085	CHORISMATE SYNTHASE	4	356	0.0	T	05-02-2023	IPR000453	Chorismate synthase	GO:0004107|GO:0009073
NP_250372.1|PA1681	9d408bffe2a7c901e1f4e36aa3c957f1	363	Pfam	PF01264	Chorismate synthase	10	344	0.0	T	05-02-2023	IPR000453	Chorismate synthase	GO:0004107|GO:0009073
NP_252191.1|PA3501	7bfbd888320dd5514cdc46ef9a064bdd	72	Pfam	PF20552	Recombinase-like helix-turn-helix domain	1	72	1.1E-30	T	05-02-2023	IPR046789	Recombinase-like	-
NP_252805.1|PA4116	7e02d40bea103f258c9ef1c43dae20b5	195	CDD	cd19166	HemeO-bac	8	191	5.40107E-39	T	05-02-2023	-	-
NP_252805.1|PA4116	7e02d40bea103f258c9ef1c43dae20b5	195	SUPERFAMILY	SSF48613	Heme oxygenase-like	7	191	3.46E-42	T	05-02-2023	IPR016084	Haem oxygenase-like, multi-helical	-
NP_252805.1|PA4116	7e02d40bea103f258c9ef1c43dae20b5	195	Pfam	PF01126	Heme oxygenase	9	192	2.4E-34	T	05-02-2023	IPR016053	Haem oxygenase-like	GO:0004392|GO:0006788
NP_252461.1|PA3772	b6bdbe294267f7d7c8911b1a06a44819	298	Pfam	PF13557	Putative MetA-pathway of phenol degradation	68	294	1.7E-28	T	05-02-2023	IPR025737	MetA-pathway of phenol degradation, putative	-
NP_253504.1|PA4817	6c466c565e986b2beeed6945eadf6012	164	Pfam	PF03692	Putative zinc- or iron-chelating domain	59	159	5.5E-16	T	05-02-2023	IPR005358	Putative zinc- or iron-chelating domain containing protein	-
NP_253504.1|PA4817	6c466c565e986b2beeed6945eadf6012	164	PANTHER	PTHR35866	PUTATIVE-RELATED	32	154	3.2E-23	T	05-02-2023	-	-
NP_251349.1|PA2659	42500bdd922b972d40696b9b59b7a585	102	Pfam	PF03413	Peptidase propeptide and YPEB domain	42	98	2.8E-10	T	05-02-2023	IPR025711	PepSY domain	-
NP_253552.1|PA4865	bbd98d103d66c54e6bda4ac6e100ed7c	100	PANTHER	PTHR33569	UREASE	1	100	1.7E-32	T	05-02-2023	-	-
NP_253552.1|PA4865	bbd98d103d66c54e6bda4ac6e100ed7c	100	CDD	cd00390	Urease_gamma	4	99	8.11005E-61	T	05-02-2023	IPR002026	Urease, gamma/gamma-beta subunit	GO:0016151|GO:0043419
NP_253552.1|PA4865	bbd98d103d66c54e6bda4ac6e100ed7c	100	SUPERFAMILY	SSF54111	Urease, gamma-subunit	1	99	2.09E-46	T	05-02-2023	IPR036463	Urease, gamma subunit superfamily	GO:0016151|GO:0043419
NP_253552.1|PA4865	bbd98d103d66c54e6bda4ac6e100ed7c	100	Pfam	PF00547	Urease, gamma subunit	1	99	4.7E-47	T	05-02-2023	IPR002026	Urease, gamma/gamma-beta subunit	GO:0016151|GO:0043419
NP_249834.1|PA1143	d0269699315240be6643abba3a8d4353	217	CDD	cd02612	HAD_PGPPase	3	199	9.30486E-68	T	05-02-2023	-	-
NP_249834.1|PA1143	d0269699315240be6643abba3a8d4353	217	FunFam	G3DSA:3.40.50.1000:FF:000025	HAD hydrolase, family IB	79	214	5.4E-44	T	05-02-2023	-	-
NP_249834.1|PA1143	d0269699315240be6643abba3a8d4353	217	SUPERFAMILY	SSF56784	HAD-like	2	205	3.71E-30	T	05-02-2023	IPR036412	HAD-like superfamily	-
NP_249834.1|PA1143	d0269699315240be6643abba3a8d4353	217	Pfam	PF12710	haloacid dehalogenase-like hydrolase	4	187	2.7E-32	T	05-02-2023	-	-
NP_249834.1|PA1143	d0269699315240be6643abba3a8d4353	217	PANTHER	PTHR43344	PHOSPHOSERINE PHOSPHATASE	3	216	2.7E-23	T	05-02-2023	-	-
NP_251064.1|PA2374	8740818cd20c2b3d122af76e018bc5aa	178	Pfam	PF07661	MORN repeat variant	96	117	0.0025	T	05-02-2023	IPR011652	MORN variant	-
NP_251064.1|PA2374	8740818cd20c2b3d122af76e018bc5aa	178	Pfam	PF07661	MORN repeat variant	48	65	0.23	T	05-02-2023	IPR011652	MORN variant	-
NP_251064.1|PA2374	8740818cd20c2b3d122af76e018bc5aa	178	Pfam	PF07661	MORN repeat variant	120	141	0.24	T	05-02-2023	IPR011652	MORN variant	-
NP_251064.1|PA2374	8740818cd20c2b3d122af76e018bc5aa	178	SUPERFAMILY	SSF82185	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain	12	134	4.45E-26	T	05-02-2023	-	-
NP_251064.1|PA2374	8740818cd20c2b3d122af76e018bc5aa	178	PANTHER	PTHR33706	MORN VARIANT REPEAT PROTEIN	43	155	4.0E-10	T	05-02-2023	-	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	416	618	4.9E-60	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	SUPERFAMILY	SSF81886	Helical scaffold and wing domains of SecA	620	904	1.19E-81	T	05-02-2023	IPR036266	SecA, Wing/Scaffold superfamily	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	PANTHER	PTHR30612	SECA INNER MEMBRANE COMPONENT OF SEC PROTEIN SECRETION SYSTEM	5	871	0.0	T	05-02-2023	IPR000185	Protein translocase subunit SecA	GO:0005524|GO:0006605|GO:0006886
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	FunFam	G3DSA:3.40.50.300:FF:000113	Preprotein translocase subunit SecA	417	620	4.5E-100	T	05-02-2023	-	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	FunFam	G3DSA:1.10.3060.10:FF:000001	Preprotein translocase subunit SecA	621	833	1.8E-107	T	05-02-2023	-	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	FunFam	G3DSA:3.90.1440.10:FF:000001	Preprotein translocase subunit SecA	229	368	5.8E-54	T	05-02-2023	-	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	Pfam	PF01043	SecA preprotein cross-linking domain	232	358	2.6E-34	T	05-02-2023	IPR011130	SecA, preprotein cross-linking domain	GO:0016020|GO:0017038
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	CDD	cd17928	DEXDc_SecA	42	414	0.0	T	05-02-2023	-	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	SUPERFAMILY	SSF81767	Pre-protein crosslinking domain of SecA	227	368	1.57E-40	T	05-02-2023	IPR036670	SecA, preprotein cross-linking domain superfamily	GO:0016020|GO:0017038
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	FunFam	G3DSA:3.40.50.300:FF:000081	Preprotein translocase subunit SecA	21	246	4.2E-110	T	05-02-2023	-	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	Pfam	PF02810	SEC-C motif	896	913	2.2E-10	T	05-02-2023	IPR004027	SEC-C motif	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	5	415	3.27E-88	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	CDD	cd18803	SF2_C_secA	420	589	4.18421E-83	T	05-02-2023	IPR044722	SecA,  C-terminal helicase domain	-
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	Pfam	PF07517	SecA DEAD-like domain	6	402	0.0	T	05-02-2023	IPR011115	SecA DEAD-like, N-terminal	GO:0005524|GO:0016020|GO:0017038
NP_253093.1|PA4403	fee3b0f55a421eff887964b9aecc6c6a	916	Pfam	PF07516	SecA Wing and Scaffold domain	617	830	5.2E-67	T	05-02-2023	IPR011116	SecA Wing/Scaffold	GO:0016020|GO:0017038
NP_253228.1|PA4538	19910400c95e32f29ceda1ad238b4262	435	FunFam	G3DSA:3.50.50.100:FF:000001	NADH dehydrogenase	2	415	0.0	T	05-02-2023	-	-
NP_253228.1|PA4538	19910400c95e32f29ceda1ad238b4262	435	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase	4	341	4.2E-61	T	05-02-2023	IPR023753	FAD/NAD(P)-binding domain	GO:0016491
NP_253228.1|PA4538	19910400c95e32f29ceda1ad238b4262	435	PANTHER	PTHR42913	APOPTOSIS-INDUCING FACTOR 1	3	403	7.3E-75	T	05-02-2023	-	-
NP_253228.1|PA4538	19910400c95e32f29ceda1ad238b4262	435	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	2	319	5.37E-29	T	05-02-2023	IPR036188	FAD/NAD(P)-binding domain superfamily	-
NP_250909.1|PA2219	06f0e691ef95219296b07e0166dd66fb	402	SUPERFAMILY	SSF103473	MFS general substrate transporter	12	397	3.01E-55	T	05-02-2023	IPR036259	MFS transporter superfamily	-
NP_250909.1|PA2219	06f0e691ef95219296b07e0166dd66fb	402	CDD	cd17324	MFS_NepI_like	22	392	1.1741E-69	T	05-02-2023	-	-
NP_250909.1|PA2219	06f0e691ef95219296b07e0166dd66fb	402	Pfam	PF07690	Major Facilitator Superfamily	26	340	8.9E-26	T	05-02-2023	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085
NP_250909.1|PA2219	06f0e691ef95219296b07e0166dd66fb	402	PANTHER	PTHR43124	PURINE EFFLUX PUMP PBUE	18	398	2.9E-87	T	05-02-2023	-	-
NP_248930.1|PA0239	35315f548a31df78a0f34c1373ec7507	292	SUPERFAMILY	SSF103481	Multidrug resistance efflux transporter EmrE	53	152	1.96E-14	T	05-02-2023	-	-
NP_248930.1|PA0239	35315f548a31df78a0f34c1373ec7507	292	SUPERFAMILY	SSF103481	Multidrug resistance efflux transporter EmrE	195	291	1.44E-14	T	05-02-2023	-	-
NP_248930.1|PA0239	35315f548a31df78a0f34c1373ec7507	292	Pfam	PF00892	EamA-like transporter family	16	148	2.8E-15	T	05-02-2023	IPR000620	EamA domain	GO:0016020
NP_248930.1|PA0239	35315f548a31df78a0f34c1373ec7507	292	Pfam	PF00892	EamA-like transporter family	159	286	3.6E-8	T	05-02-2023	IPR000620	EamA domain	GO:0016020
NP_248930.1|PA0239	35315f548a31df78a0f34c1373ec7507	292	PANTHER	PTHR22911	ACYL-MALONYL CONDENSING ENZYME-RELATED	16	288	5.0E-23	T	05-02-2023	-	-
NP_253614.1|PA4927	77e3accfe7dc6ff31b75bdb16e4da53e	830	Pfam	PF04168	A predicted alpha-helical domain with a conserved ER motif.	511	817	2.0E-72	T	05-02-2023	IPR007296	Domain of unknown function DUF403	-
NP_253614.1|PA4927	77e3accfe7dc6ff31b75bdb16e4da53e	830	Pfam	PF14403	Circularly permuted ATP-grasp type 2	81	462	0.0	T	05-02-2023	IPR025841	Circularly permuted ATP-grasp type 2	-
NP_253614.1|PA4927	77e3accfe7dc6ff31b75bdb16e4da53e	830	SUPERFAMILY	SSF56059	Glutathione synthetase ATP-binding domain-like	23	418	5.65E-24	T	05-02-2023	-	-
NP_253614.1|PA4927	77e3accfe7dc6ff31b75bdb16e4da53e	830	PANTHER	PTHR34595	BLR5612 PROTEIN	3	824	0.0	T	05-02-2023	-	-
NP_252591.1|PA3902	d25e4618f67c4c4ec5510c654766e7a7	153	SUPERFAMILY	SSF89872	Inhibitor of vertebrate lysozyme, Ivy	25	153	2.49E-51	T	05-02-2023	IPR036501	Inhibitor of vertebrate lysozyme superfamily	-
NP_252591.1|PA3902	d25e4618f67c4c4ec5510c654766e7a7	153	Pfam	PF08816	Inhibitor of vertebrate lysozyme (Ivy)	36	151	1.4E-44	T	05-02-2023	-	-
NP_250227.1|PA1536	f56de7c99a0520cb6f438067a40a8eb0	179	Pfam	PF03691	Uncharacterised protein family (UPF0167)	5	178	2.2E-65	T	05-02-2023	IPR005363	Uncharacterised protein family UPF0167	-
NP_252074.1|PA3384	f1cf2b2b667684d0793777c0503e43cf	278	CDD	cd03256	ABC_PhnC_transporter	5	249	2.64829E-111	T	05-02-2023	IPR012693	ABC transporter, phosphonate import, PhnC	GO:0005524|GO:0015416|GO:0015716|GO:0016020
NP_252074.1|PA3384	f1cf2b2b667684d0793777c0503e43cf	278	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	4	241	3.87E-58	T	05-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-
NP_252074.1|PA3384	f1cf2b2b667684d0793777c0503e43cf	278	Pfam	PF00005	ABC transporter	21	181	7.2E-33	T	05-02-2023	IPR003439	ABC transporter-like, ATP-binding domain	GO:0005524
NP_252074.1|PA3384	f1cf2b2b667684d0793777c0503e43cf	278	PANTHER	PTHR43166	AMINO ACID IMPORT ATP-BINDING PROTEIN	3	244	4.1E-63	T	05-02-2023	-	-
NP_250007.1|PA1316	295012c46804ff795b0190a1443bed2f	513	CDD	cd17321	MFS_MMR_MDR_like	15	443	7.02534E-52	T	05-02-2023	-	-
NP_250007.1|PA1316	295012c46804ff795b0190a1443bed2f	513	PANTHER	PTHR42718	MAJOR FACILITATOR SUPERFAMILY MULTIDRUG TRANSPORTER MFSC	7	488	3.4E-103	T	05-02-2023	-	-
NP_250007.1|PA1316	295012c46804ff795b0190a1443bed2f	513	SUPERFAMILY	SSF103473	MFS general substrate transporter	1	488	6.28E-66	T	05-02-2023	IPR036259	MFS transporter superfamily	-
NP_250007.1|PA1316	295012c46804ff795b0190a1443bed2f	513	Pfam	PF07690	Major Facilitator Superfamily	13	405	7.0E-52	T	05-02-2023	IPR011701	Major facilitator superfamily	GO:0022857|GO:0055085
NP_252233.1|PA3543	d5bc03fdcff875e478615c2a9d04327a	475	PANTHER	PTHR11102	SEL-1-LIKE PROTEIN	274	430	1.9E-20	T	05-02-2023	-	-
NP_252233.1|PA3543	d5bc03fdcff875e478615c2a9d04327a	475	SUPERFAMILY	SSF81901	HCP-like	256	449	7.19E-19	T	05-02-2023	-	-
NP_251607.1|PA2917	91a737f9e6a2567b1e3f15b8952f4f86	278	SUPERFAMILY	SSF51215	Regulatory protein AraC	15	154	9.42E-28	T	05-02-2023	IPR037923	Transcription regulator HTH-like	-
NP_251607.1|PA2917	91a737f9e6a2567b1e3f15b8952f4f86	278	SUPERFAMILY	SSF46689	Homeodomain-like	175	222	6.54E-10	T	05-02-2023	IPR009057	Homeobox-like domain superfamily	-
NP_251607.1|PA2917	91a737f9e6a2567b1e3f15b8952f4f86	278	Pfam	PF02311	AraC-like ligand binding domain	16	148	8.6E-31	T	05-02-2023	IPR003313	AraC-type arabinose-binding/dimerisation domain	GO:0006355
