id_row	id	md5	protein_len	method	id_method	description	start_loc	end_loc	score	status	date	interpro_access	interpro_description	type	GO
17114	NP_389519.2	037961867363240921959bc635fe2614	259	PANTHER	PTHR30065	FLAGELLAR BIOSYNTHETIC PROTEIN FLIR	3	255	6.3e-77	T	08-02-2023	IPR002010	Type III secretion system inner membrane R protein	FAMILY	GO:0016020
17115	NP_389519.2	037961867363240921959bc635fe2614	259	Pfam	PF01311	Bacterial export proteins, family 1	9	243	5.7e-75	T	08-02-2023	IPR002010	Type III secretion system inner membrane R protein	FAMILY	GO:0006605
17115	NP_389519.2	037961867363240921959bc635fe2614	259	Pfam	PF01311	Bacterial export proteins, family 1	9	243	5.7e-75	T	08-02-2023	IPR002010	Type III secretion system inner membrane R protein	FAMILY	GO:0016020
17116	NP_389528.1	decae6698e51f0fe00335abe3fadd612	166	SUPERFAMILY	SSF64438	CNF1/YfiH-like putative cysteine hydrolases	8	164	1.92e-43	T	08-02-2023	IPR011324	Cytotoxic necrotizing factor-like, catalytic	HOMOLOGOUS_SUPERFAMILY	NaN
17117	NP_389528.1	decae6698e51f0fe00335abe3fadd612	166	CDD	cd16352	CheD	8	157	4.19692e-59	T	08-02-2023	IPR005659	Chemoreceptor glutamine deamidase CheD	FAMILY	GO:0006935
17117	NP_389528.1	decae6698e51f0fe00335abe3fadd612	166	CDD	cd16352	CheD	8	157	4.19692e-59	T	08-02-2023	IPR005659	Chemoreceptor glutamine deamidase CheD	FAMILY	GO:0050568
17118	NP_389528.1	decae6698e51f0fe00335abe3fadd612	166	PANTHER	PTHR35147	CHEMORECEPTOR GLUTAMINE DEAMIDASE CHED-RELATED	4	165	1.1e-51	T	08-02-2023	IPR005659	Chemoreceptor glutamine deamidase CheD	FAMILY	GO:0006935
17118	NP_389528.1	decae6698e51f0fe00335abe3fadd612	166	PANTHER	PTHR35147	CHEMORECEPTOR GLUTAMINE DEAMIDASE CHED-RELATED	4	165	1.1e-51	T	08-02-2023	IPR005659	Chemoreceptor glutamine deamidase CheD	FAMILY	GO:0050568
17119	NP_389528.1	decae6698e51f0fe00335abe3fadd612	166	Pfam	PF03975	CheD chemotactic sensory transduction	52	158	5.400000000000001e-32	T	08-02-2023	IPR005659	Chemoreceptor glutamine deamidase CheD	FAMILY	GO:0006935
17119	NP_389528.1	decae6698e51f0fe00335abe3fadd612	166	Pfam	PF03975	CheD chemotactic sensory transduction	52	158	5.400000000000001e-32	T	08-02-2023	IPR005659	Chemoreceptor glutamine deamidase CheD	FAMILY	GO:0050568
17120	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	Pfam	PF01554	MatE	21	182	3.3999999999999997e-35	T	08-02-2023	IPR002528	Multi antimicrobial extrusion protein	FAMILY	GO:0015297
17120	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	Pfam	PF01554	MatE	21	182	3.3999999999999997e-35	T	08-02-2023	IPR002528	Multi antimicrobial extrusion protein	FAMILY	GO:0016020
17120	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	Pfam	PF01554	MatE	21	182	3.3999999999999997e-35	T	08-02-2023	IPR002528	Multi antimicrobial extrusion protein	FAMILY	GO:0042910
17120	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	Pfam	PF01554	MatE	21	182	3.3999999999999997e-35	T	08-02-2023	IPR002528	Multi antimicrobial extrusion protein	FAMILY	GO:0055085
17121	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	Pfam	PF01554	MatE	241	401	2e-35	T	08-02-2023	IPR002528	Multi antimicrobial extrusion protein	FAMILY	GO:0015297
17121	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	Pfam	PF01554	MatE	241	401	2e-35	T	08-02-2023	IPR002528	Multi antimicrobial extrusion protein	FAMILY	GO:0016020
17121	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	Pfam	PF01554	MatE	241	401	2e-35	T	08-02-2023	IPR002528	Multi antimicrobial extrusion protein	FAMILY	GO:0042910
17121	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	Pfam	PF01554	MatE	241	401	2e-35	T	08-02-2023	IPR002528	Multi antimicrobial extrusion protein	FAMILY	GO:0055085
17122	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	PANTHER	PTHR43549	MULTIDRUG RESISTANCE PROTEIN YPNP-RELATED	2	442	5.7e-89	T	08-02-2023	NaN	NaN	NaN	NaN
17123	NP_390054.1	6a9bb884221ad3442bf34caf1f8e6eb0	445	CDD	cd13138	MATE_yoeA_like	11	437	2.39875e-117	T	08-02-2023	NaN	NaN	NaN	NaN
17124	NP_390060.1	978b065af34fdaf8216c371ad317f8ca	422	Pfam	PF00291	Pyridoxal-phosphate dependent enzyme	25	316	1.8e-76	T	08-02-2023	IPR001926	Tryptophan synthase beta chain-like, PALP domain	DOMAIN	NaN
17125	NP_390060.1	978b065af34fdaf8216c371ad317f8ca	422	PANTHER	PTHR48078	THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED	14	393	2.3e-128	T	08-02-2023	NaN	NaN	NaN	NaN
17126	NP_390060.1	978b065af34fdaf8216c371ad317f8ca	422	FunFam	G3DSA:3.40.50.1100:FF:000005	Threonine dehydratase catabolic	59	157	6.5e-35	T	08-02-2023	NaN	NaN	NaN	NaN
17127	NP_390060.1	978b065af34fdaf8216c371ad317f8ca	422	Pfam	PF00585	C-terminal regulatory domain of Threonine dehydratase	329	421	1.1e-31	T	08-02-2023	IPR001721	Threonine dehydratase, ACT-like domain	DOMAIN	NaN
17128	NP_390060.1	978b065af34fdaf8216c371ad317f8ca	422	CDD	cd01562	Thr-dehyd	13	320	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17129	NP_390060.1	978b065af34fdaf8216c371ad317f8ca	422	FunFam	G3DSA:3.40.50.1100:FF:000007	L-threonine dehydratase catabolic TdcB	158	320	1.3e-49	T	08-02-2023	NaN	NaN	NaN	NaN
17130	NP_390060.1	978b065af34fdaf8216c371ad317f8ca	422	SUPERFAMILY	SSF53686	Tryptophan synthase beta subunit-like PLP-dependent enzymes	13	366	6.42e-101	T	08-02-2023	IPR036052	Tryptophan synthase beta chain-like, PALP domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17131	NP_390060.1	978b065af34fdaf8216c371ad317f8ca	422	CDD	cd04907	ACT_ThrD-I_2	338	421	2.14096e-31	T	08-02-2023	NaN	NaN	NaN	NaN
17132	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	Pfam	PF06689	ClpX C4-type zinc finger	11	48	2.3e-20	T	08-02-2023	IPR010603	Zinc finger, ClpX C4-type	DOMAIN	GO:0008270
17132	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	Pfam	PF06689	ClpX C4-type zinc finger	11	48	2.3e-20	T	08-02-2023	IPR010603	Zinc finger, ClpX C4-type	DOMAIN	GO:0046983
17133	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	SUPERFAMILY	SSF57716	Glucocorticoid receptor-like (DNA-binding domain)	11	46	1.71e-11	T	08-02-2023	NaN	NaN	NaN	NaN
17134	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	PANTHER	PTHR48102	ATP-DEPENDENT CLP PROTEASE ATP-BINDING SUBUNIT CLPX-LIKE, MITOCHONDRIAL-RELATED	52	402	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17135	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	FunFam	G3DSA:3.40.50.300:FF:000005	ATP-dependent Clp protease ATP-binding subunit ClpX	54	309	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17136	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	CDD	cd19497	RecA-like_ClpX	62	308	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17137	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	Pfam	PF07724	AAA domain (Cdc48 subfamily)	109	305	1.1e-50	T	08-02-2023	IPR003959	ATPase, AAA-type, core	DOMAIN	GO:0005524
17137	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	Pfam	PF07724	AAA domain (Cdc48 subfamily)	109	305	1.1e-50	T	08-02-2023	IPR003959	ATPase, AAA-type, core	DOMAIN	GO:0016887
17138	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	59	392	2.1e-78	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	HOMOLOGOUS_SUPERFAMILY	NaN
17139	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	FunFam	G3DSA:1.10.8.60:FF:000002	ATP-dependent Clp protease ATP-binding subunit ClpX	310	410	1.6e-39	T	08-02-2023	NaN	NaN	NaN	NaN
17140	NP_390700.2	12af1de294c471ee0c8c86955f7bf5e0	420	Pfam	PF10431	C-terminal, D2-small domain, of ClpB protein	311	389	1.4e-18	T	08-02-2023	IPR019489	Clp ATPase, C-terminal	DOMAIN	NaN
17141	NP_390180.1	f3403e4f6041532311d5d3935d077eb3	147	Pfam	PF10864	Protein of unknown function (DUF2663)	19	145	8.5e-52	T	08-02-2023	IPR020210	Uncharacterised protein family, YpbF, transmembrane	FAMILY	NaN
17142	NP_390580.2	b761771da5c8dc10ca04467a0b162ba2	169	PANTHER	PTHR42733	DJ-1 PROTEIN	2	169	2.5e-42	T	08-02-2023	IPR006286	Deglycase PfpI	FAMILY	NaN
17143	NP_390580.2	b761771da5c8dc10ca04467a0b162ba2	169	Pfam	PF01965	DJ-1/PfpI family	3	165	1.7e-54	T	08-02-2023	IPR002818	DJ-1/PfpI	DOMAIN	NaN
17144	NP_390580.2	b761771da5c8dc10ca04467a0b162ba2	169	SUPERFAMILY	SSF52317	Class I glutamine amidotransferase-like	1	168	5.45e-50	T	08-02-2023	IPR029062	Class I glutamine amidotransferase-like	HOMOLOGOUS_SUPERFAMILY	NaN
17145	NP_390580.2	b761771da5c8dc10ca04467a0b162ba2	169	CDD	cd03134	GATase1_PfpI_like	4	167	1.9531499999999999e-87	T	08-02-2023	NaN	NaN	NaN	NaN
17146	NP_388108.1	c51c37809877922f99e863408dbbebb8	296	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	20	291	7.279999999999999e-45	T	08-02-2023	IPR029058	Alpha/Beta hydrolase fold	HOMOLOGOUS_SUPERFAMILY	NaN
17147	NP_388108.1	c51c37809877922f99e863408dbbebb8	296	Pfam	PF12697	Alpha/beta hydrolase family	57	285	9.4e-16	T	08-02-2023	IPR000073	Alpha/beta hydrolase fold-1	DOMAIN	NaN
17148	NP_388108.1	c51c37809877922f99e863408dbbebb8	296	PANTHER	PTHR43798	MONOACYLGLYCEROL LIPASE	45	292	5.3e-23	T	08-02-2023	NaN	NaN	NaN	NaN
17149	NP_390013.1	1b4d6db0121387f2258035641210e8ec	333	Pfam	PF00589	Phage integrase family	148	319	4.2e-07	T	08-02-2023	IPR002104	Integrase, catalytic domain	DOMAIN	GO:0003677
17149	NP_390013.1	1b4d6db0121387f2258035641210e8ec	333	Pfam	PF00589	Phage integrase family	148	319	4.2e-07	T	08-02-2023	IPR002104	Integrase, catalytic domain	DOMAIN	GO:0006310
17149	NP_390013.1	1b4d6db0121387f2258035641210e8ec	333	Pfam	PF00589	Phage integrase family	148	319	4.2e-07	T	08-02-2023	IPR002104	Integrase, catalytic domain	DOMAIN	GO:0015074
17150	NP_390013.1	1b4d6db0121387f2258035641210e8ec	333	SUPERFAMILY	SSF56349	DNA breaking-rejoining enzymes	35	328	8.54e-23	T	08-02-2023	IPR011010	DNA breaking-rejoining enzyme, catalytic core	HOMOLOGOUS_SUPERFAMILY	GO:0003677
17151	NP_390013.1	1b4d6db0121387f2258035641210e8ec	333	Pfam	PF13495	Phage integrase, N-terminal SAM-like domain	36	110	1.6e-06	T	08-02-2023	IPR004107	Integrase, SAM-like, N-terminal	DOMAIN	GO:0003677
17151	NP_390013.1	1b4d6db0121387f2258035641210e8ec	333	Pfam	PF13495	Phage integrase, N-terminal SAM-like domain	36	110	1.6e-06	T	08-02-2023	IPR004107	Integrase, SAM-like, N-terminal	DOMAIN	GO:0015074
17152	NP_390013.1	1b4d6db0121387f2258035641210e8ec	333	CDD	cd00397	DNA_BRE_C	151	320	2.37623e-14	T	08-02-2023	NaN	NaN	NaN	NaN
17153	NP_391959.1	136b88f4a33b312d8e62d5b627e617c0	79	Pfam	PF03190	Protein of unknown function, DUF255	8	58	2.4e-22	T	08-02-2023	IPR004879	Domain of unknown function DUF255	DOMAIN	NaN
17154	NP_391959.1	136b88f4a33b312d8e62d5b627e617c0	79	PANTHER	PTHR42899	SPERMATOGENESIS-ASSOCIATED PROTEIN 20	3	58	6.699999999999999e-26	T	08-02-2023	IPR024705	Spermatogenesis-associated protein 20	FAMILY	NaN
17155	NP_391959.1	136b88f4a33b312d8e62d5b627e617c0	79	SUPERFAMILY	SSF52833	Thioredoxin-like	6	58	1.73e-12	T	08-02-2023	IPR036249	Thioredoxin-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17156	NP_388897.1	ce72e2c27baf2eb53b7a27542446a6c7	775	PANTHER	PTHR43077	TRANSPORT PERMEASE YVFS-RELATED	477	771	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17157	NP_388897.1	ce72e2c27baf2eb53b7a27542446a6c7	775	SUPERFAMILY	SSF58104	Methyl-accepting chemotaxis protein (MCP) signaling domain	161	289	1.15e-05	T	08-02-2023	NaN	NaN	NaN	NaN
17158	NP_388897.1	ce72e2c27baf2eb53b7a27542446a6c7	775	Pfam	PF12698	ABC-2 family transporter protein	21	756	1.4e-17	T	08-02-2023	NaN	NaN	NaN	NaN
17159	NP_390497.1	e259ca7274675a15375268a1256acd82	239	Pfam	PF10668	Phage terminase small subunit	3	45	9.2e-06	T	08-02-2023	IPR018925	Phage terminase small subunit	FAMILY	NaN
17160	NP_388692.1	16e9ad5c45293ddcceb1dd42e0b1e23e	59	Pfam	PF08141	Small acid-soluble spore protein H family	1	58	1.9e-27	T	08-02-2023	IPR012610	Small acid-soluble spore protein, SspH	FAMILY	GO:0030436
17160	NP_388692.1	16e9ad5c45293ddcceb1dd42e0b1e23e	59	Pfam	PF08141	Small acid-soluble spore protein H family	1	58	1.9e-27	T	08-02-2023	IPR012610	Small acid-soluble spore protein, SspH	FAMILY	GO:0042601
17161	NP_390751.2	ce3688153a8de7bf8f937c6032a59e13	281	PANTHER	PTHR43744	ABC TRANSPORTER PERMEASE PROTEIN MG189-RELATED-RELATED	4	281	2e-85	T	08-02-2023	NaN	NaN	NaN	NaN
17162	NP_390751.2	ce3688153a8de7bf8f937c6032a59e13	281	CDD	cd06261	TM_PBP2	77	260	1.53819e-14	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	DOMAIN	GO:0016020
17162	NP_390751.2	ce3688153a8de7bf8f937c6032a59e13	281	CDD	cd06261	TM_PBP2	77	260	1.53819e-14	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	DOMAIN	GO:0055085
17163	NP_390751.2	ce3688153a8de7bf8f937c6032a59e13	281	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	97	272	5e-18	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	DOMAIN	GO:0016020
17163	NP_390751.2	ce3688153a8de7bf8f937c6032a59e13	281	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component	97	272	5e-18	T	08-02-2023	IPR000515	ABC transporter type 1, transmembrane domain MetI-like	DOMAIN	GO:0055085
17164	NP_390751.2	ce3688153a8de7bf8f937c6032a59e13	281	SUPERFAMILY	SSF161098	MetI-like	11	281	1.44e-65	T	08-02-2023	IPR035906	MetI-like superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17165	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	PANTHER	PTHR46425	TRANSCRIPTION TERMINATION FACTOR RHO	4	415	0.0	T	08-02-2023	IPR004665	Transcription termination factor Rho	FAMILY	GO:0003723
17165	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	PANTHER	PTHR46425	TRANSCRIPTION TERMINATION FACTOR RHO	4	415	0.0	T	08-02-2023	IPR004665	Transcription termination factor Rho	FAMILY	GO:0005524
17165	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	PANTHER	PTHR46425	TRANSCRIPTION TERMINATION FACTOR RHO	4	415	0.0	T	08-02-2023	IPR004665	Transcription termination factor Rho	FAMILY	GO:0006353
17165	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	PANTHER	PTHR46425	TRANSCRIPTION TERMINATION FACTOR RHO	4	415	0.0	T	08-02-2023	IPR004665	Transcription termination factor Rho	FAMILY	GO:0008186
17166	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	Pfam	PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	158	362	5.9e-19	T	08-02-2023	IPR000194	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	DOMAIN	GO:0005524
17167	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	CDD	cd01128	rho_factor_C	156	401	0.0	T	08-02-2023	IPR041703	Transcription termination factor Rho, ATP binding domain	DOMAIN	NaN
17168	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	52	127	4.57e-24	T	08-02-2023	IPR012340	Nucleic acid-binding, OB-fold	HOMOLOGOUS_SUPERFAMILY	NaN
17169	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	92	370	6.879999999999999e-67	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	HOMOLOGOUS_SUPERFAMILY	NaN
17170	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	Pfam	PF07498	Rho termination factor, N-terminal domain	9	49	7.6e-15	T	08-02-2023	IPR011112	Rho termination factor, N-terminal	DOMAIN	GO:0006353
17171	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	CDD	cd04459	Rho_CSD	54	120	3.01427e-32	T	08-02-2023	IPR011113	Rho termination factor, RNA-binding domain	DOMAIN	GO:0003723
17171	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	CDD	cd04459	Rho_CSD	54	120	3.01427e-32	T	08-02-2023	IPR011113	Rho termination factor, RNA-binding domain	DOMAIN	GO:0006353
17172	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	FunFam	G3DSA:3.40.50.300:FF:000072	Transcription termination factor Rho	132	416	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17173	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	Pfam	PF07497	Rho termination factor, RNA-binding domain	54	127	8.6e-31	T	08-02-2023	IPR011113	Rho termination factor, RNA-binding domain	DOMAIN	GO:0003723
17173	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	Pfam	PF07497	Rho termination factor, RNA-binding domain	54	127	8.6e-31	T	08-02-2023	IPR011113	Rho termination factor, RNA-binding domain	DOMAIN	GO:0006353
17174	NP_391589.2	e58451dcafb44fd69c2db6a9ffcbc00a	427	SUPERFAMILY	SSF68912	Rho N-terminal domain-like	5	49	2.55e-10	T	08-02-2023	IPR036269	Rho termination factor, N-terminal domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17175	NP_390425.1	7e7787463b1026da955660e92353e144	611	FunFam	G3DSA:3.30.420.40:FF:000071	Molecular chaperone DnaK	3	175	5.7e-73	T	08-02-2023	NaN	NaN	NaN	NaN
17176	NP_390425.1	7e7787463b1026da955660e92353e144	611	CDD	cd10234	HSPA9-Ssq1-like_NBD	1	352	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17177	NP_390425.1	7e7787463b1026da955660e92353e144	611	SUPERFAMILY	SSF100934	Heat shock protein 70kD (HSP70), C-terminal subdomain	477	576	6.15e-13	T	08-02-2023	IPR029048	Heat shock protein 70kD, C-terminal domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17178	NP_390425.1	7e7787463b1026da955660e92353e144	611	FunFam	G3DSA:3.90.640.10:FF:000003	Molecular chaperone DnaK	199	286	1.3e-36	T	08-02-2023	NaN	NaN	NaN	NaN
17179	NP_390425.1	7e7787463b1026da955660e92353e144	611	SUPERFAMILY	SSF53067	Actin-like ATPase domain	1	157	3.89e-58	T	08-02-2023	IPR043129	ATPase, nucleotide binding domain	HOMOLOGOUS_SUPERFAMILY	NaN
17180	NP_390425.1	7e7787463b1026da955660e92353e144	611	SUPERFAMILY	SSF53067	Actin-like ATPase domain	1	157	3.89e-58	T	08-02-2023	IPR043129	ATPase, nucleotide binding domain	HOMOLOGOUS_SUPERFAMILY	NaN
17181	NP_390425.1	7e7787463b1026da955660e92353e144	611	Pfam	PF00012	Hsp70 protein	76	573	0.0	T	08-02-2023	IPR013126	Heat shock protein 70 family	FAMILY	GO:0005524
17181	NP_390425.1	7e7787463b1026da955660e92353e144	611	Pfam	PF00012	Hsp70 protein	76	573	0.0	T	08-02-2023	IPR013126	Heat shock protein 70 family	FAMILY	GO:0140662
17182	NP_390425.1	7e7787463b1026da955660e92353e144	611	FunFam	G3DSA:2.60.34.10:FF:000014	Chaperone protein DnaK HSP70	348	531	4.2e-80	T	08-02-2023	NaN	NaN	NaN	NaN
17183	NP_390425.1	7e7787463b1026da955660e92353e144	611	FunFam	G3DSA:1.20.1270.10:FF:000004	Molecular chaperone DnaK	494	577	4.3e-36	T	08-02-2023	NaN	NaN	NaN	NaN
17184	NP_390425.1	7e7787463b1026da955660e92353e144	611	PANTHER	PTHR19375	HEAT SHOCK PROTEIN 70KDA	4	534	0.0	T	08-02-2023	IPR013126	Heat shock protein 70 family	FAMILY	GO:0005524
17184	NP_390425.1	7e7787463b1026da955660e92353e144	611	PANTHER	PTHR19375	HEAT SHOCK PROTEIN 70KDA	4	534	0.0	T	08-02-2023	IPR013126	Heat shock protein 70 family	FAMILY	GO:0140662
17185	NP_390425.1	7e7787463b1026da955660e92353e144	611	SUPERFAMILY	SSF100920	Heat shock protein 70kD (HSP70), peptide-binding domain	354	510	5.1e-62	T	08-02-2023	IPR029047	Heat shock protein 70kD, peptide-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17186	NP_390425.1	7e7787463b1026da955660e92353e144	611	SUPERFAMILY	SSF53067	Actin-like ATPase domain	160	351	1.0499999999999999e-67	T	08-02-2023	IPR043129	ATPase, nucleotide binding domain	HOMOLOGOUS_SUPERFAMILY	NaN
17187	NP_390425.1	7e7787463b1026da955660e92353e144	611	SUPERFAMILY	SSF53067	Actin-like ATPase domain	160	351	1.0499999999999999e-67	T	08-02-2023	IPR043129	ATPase, nucleotide binding domain	HOMOLOGOUS_SUPERFAMILY	NaN
17188	NP_391026.2	9f1fb87fe0b42798b7dc440e94ea336e	392	CDD	cd17391	MFS_MdtG_MDR_like	1	381	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17189	NP_391026.2	9f1fb87fe0b42798b7dc440e94ea336e	392	Pfam	PF07690	Major Facilitator Superfamily	2	255	1.8000000000000002e-28	T	08-02-2023	IPR011701	Major facilitator superfamily	FAMILY	GO:0022857
17189	NP_391026.2	9f1fb87fe0b42798b7dc440e94ea336e	392	Pfam	PF07690	Major Facilitator Superfamily	2	255	1.8000000000000002e-28	T	08-02-2023	IPR011701	Major facilitator superfamily	FAMILY	GO:0055085
17190	NP_391026.2	9f1fb87fe0b42798b7dc440e94ea336e	392	PANTHER	PTHR43414	MULTIDRUG RESISTANCE PROTEIN MDTG	1	389	5e-114	T	08-02-2023	NaN	NaN	NaN	NaN
17191	NP_391026.2	9f1fb87fe0b42798b7dc440e94ea336e	392	SUPERFAMILY	SSF103473	MFS general substrate transporter	1	386	3.7900000000000005e-64	T	08-02-2023	IPR036259	MFS transporter superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17192	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	PANTHER	PTHR43105	RESPIRATORY NITRATE REDUCTASE	18	708	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17193	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	Pfam	PF00384	Molybdopterin oxidoreductase	78	503	1.3e-101	T	08-02-2023	IPR006656	Molybdopterin oxidoreductase	DOMAIN	GO:0016491
17194	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	Pfam	PF04879	Molybdopterin oxidoreductase Fe4S4 domain	19	73	2.2e-12	T	08-02-2023	IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain	DOMAIN	GO:0016491
17195	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	CDD	cd00508	MopB_CT_Fdh-Nap-like	593	709	4.66896e-48	T	08-02-2023	NaN	NaN	NaN	NaN
17196	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	SUPERFAMILY	SSF53706	Formate dehydrogenase/DMSO reductase, domains 1-3	19	579	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17197	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	Pfam	PF01568	Molydopterin dinucleotide binding domain	597	704	2.2e-29	T	08-02-2023	IPR006657	Molybdopterin dinucleotide-binding domain	DOMAIN	GO:0016491
17197	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	Pfam	PF01568	Molydopterin dinucleotide binding domain	597	704	2.2e-29	T	08-02-2023	IPR006657	Molybdopterin dinucleotide-binding domain	DOMAIN	GO:0043546
17198	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	SUPERFAMILY	SSF50692	ADC-like	549	709	9.04e-38	T	08-02-2023	IPR009010	Aspartate decarboxylase-like domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17199	NP_388213.2	ef092f87efc68570da597c1906b91aa7	710	CDD	cd02754	MopB_Nitrate-R-NapA-like	23	585	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
17200	NP_390880.1	4eb806c3659e5e0d84a10fbad338a791	73	SUPERFAMILY	SSF46785	Winged helix DNA-binding domain	11	59	2.61e-08	T	08-02-2023	IPR036390	Winged helix DNA-binding domain superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
17201	NP_390880.1	4eb806c3659e5e0d84a10fbad338a791	73	Pfam	PF08220	DeoR-like helix-turn-helix domain	11	54	6.2e-09	T	08-02-2023	IPR001034	DeoR-type HTH domain	DOMAIN	GO:0003700
17201	NP_390880.1	4eb806c3659e5e0d84a10fbad338a791	73	Pfam	PF08220	DeoR-like helix-turn-helix domain	11	54	6.2e-09	T	08-02-2023	IPR001034	DeoR-type HTH domain	DOMAIN	GO:0006355
17202	NP_388350.1	f647384da0f62a87a2c043afdadec11c	133	CDD	cd16934	HATPase_RsbT-like	14	130	4.81729e-55	T	08-02-2023	NaN	NaN	NaN	NaN
17203	NP_388350.1	f647384da0f62a87a2c043afdadec11c	133	Pfam	PF13581	Histidine kinase-like ATPase domain	15	130	8.9e-08	T	08-02-2023	IPR003594	Histidine kinase/HSP90-like ATPase	DOMAIN	NaN
17204	NP_388350.1	f647384da0f62a87a2c043afdadec11c	133	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	20	127	6.02e-15	T	08-02-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	HOMOLOGOUS_SUPERFAMILY	NaN
