id_protein	md5	seq_len	analysis	id_analysis	desc_analysis	start	stop	score	status	date	id_inter	desc_inter	id_go	type
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF00986	DNA gyrase B subunit, carboxyl terminus	606	663	5.899999999999999e-26	T	08-02-2023	IPR002288	DNA gyrase B subunit, C-terminal	GO:0003677	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF00986	DNA gyrase B subunit, carboxyl terminus	606	663	5.899999999999999e-26	T	08-02-2023	IPR002288	DNA gyrase B subunit, C-terminal	GO:0003918	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF00986	DNA gyrase B subunit, carboxyl terminus	606	663	5.899999999999999e-26	T	08-02-2023	IPR002288	DNA gyrase B subunit, C-terminal	GO:0005524	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF00986	DNA gyrase B subunit, carboxyl terminus	606	663	5.899999999999999e-26	T	08-02-2023	IPR002288	DNA gyrase B subunit, C-terminal	GO:0006265	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	SUPERFAMILY	SSF56719	Type II DNA topoisomerase	429	670	7.059999999999999e-81	T	08-02-2023	IPR013760	DNA topoisomerase, type IIA-like domain superfamily	GO:0003918	HOMOLOGOUS_SUPERFAMILY
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	SUPERFAMILY	SSF56719	Type II DNA topoisomerase	429	670	7.059999999999999e-81	T	08-02-2023	IPR013760	DNA topoisomerase, type IIA-like domain superfamily	GO:0005524	HOMOLOGOUS_SUPERFAMILY
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	FunFam	G3DSA:3.40.50.670:FF:000002	DNA gyrase subunit B	426	675	2.6e-128	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	FunFam	G3DSA:3.30.565.10:FF:000002	DNA gyrase subunit B	9	222	1.2e-94	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF01751	Toprim domain	454	564	8.5e-16	T	08-02-2023	IPR006171	TOPRIM  domain	NaN	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	CDD	cd16928	HATPase_GyrB-like	42	212	1.8085400000000002e-102	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	PANTHER	PTHR45866	DNA GYRASE/TOPOISOMERASE SUBUNIT B	4	671	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	CDD	cd03366	TOPRIM_TopoIIA_GyrB	453	566	1.0055e-70	T	08-02-2023	IPR034160	DNA gyrase subunit B, TOPRIM domain	NaN	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	CDD	cd00822	TopoII_Trans_DNA_gyrase	255	426	2.45541e-94	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	FunFam	G3DSA:3.30.230.10:FF:000005	DNA gyrase subunit B	255	427	4e-78	T	08-02-2023	NaN	NaN	NaN	NaN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	SUPERFAMILY	SSF55874	ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase	12	214	1.96e-65	T	08-02-2023	IPR036890	Histidine kinase/HSP90-like ATPase superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF00204	DNA gyrase B	256	425	6.9e-64	T	08-02-2023	IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	GO:0003677	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF00204	DNA gyrase B	256	425	6.9e-64	T	08-02-2023	IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	GO:0003918	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF00204	DNA gyrase B	256	425	6.9e-64	T	08-02-2023	IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	GO:0005524	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF00204	DNA gyrase B	256	425	6.9e-64	T	08-02-2023	IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	GO:0006265	DOMAIN
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	SUPERFAMILY	SSF54211	Ribosomal protein S5 domain 2-like	256	426	1.48e-60	T	08-02-2023	IPR020568	Ribosomal protein S5 domain 2-type fold	NaN	HOMOLOGOUS_SUPERFAMILY
NP_214519.2	e115682a84e2dac3ff492f15ed364115	675	Pfam	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	39	177	2.3e-20	T	08-02-2023	IPR003594	Histidine kinase/HSP90-like ATPase	NaN	DOMAIN
NP_216220.1	fee0faf651b5ab4e854365b4737a9a3b	556	FunFam	G3DSA:1.20.1740.10:FF:000001	Amino acid permease	16	466	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216220.1	fee0faf651b5ab4e854365b4737a9a3b	556	Pfam	PF00324	Amino acid permease	25	433	5.9e-96	T	08-02-2023	IPR004841	Amino acid permease/ SLC12A domain	GO:0016020	DOMAIN
NP_216220.1	fee0faf651b5ab4e854365b4737a9a3b	556	Pfam	PF00324	Amino acid permease	25	433	5.9e-96	T	08-02-2023	IPR004841	Amino acid permease/ SLC12A domain	GO:0055085	DOMAIN
NP_216220.1	fee0faf651b5ab4e854365b4737a9a3b	556	PANTHER	PTHR43495	GABA PERMEASE	1	466	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215792.1	9700aae31c897d2c4b55116b511aa364	158	Pfam	PF00300	Histidine phosphatase superfamily (branch 1)	1	71	3.3e-06	T	08-02-2023	IPR013078	Histidine phosphatase superfamily, clade-1	NaN	FAMILY
NP_215792.1	9700aae31c897d2c4b55116b511aa364	158	SUPERFAMILY	SSF53254	Phosphoglycerate mutase-like	1	141	1.73e-19	T	08-02-2023	IPR029033	Histidine phosphatase superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215792.1	9700aae31c897d2c4b55116b511aa364	158	CDD	cd07067	HP_PGM_like	1	145	2.9346400000000003e-18	T	08-02-2023	IPR013078	Histidine phosphatase superfamily, clade-1	NaN	FAMILY
NP_217378.1	b34ab37643d735f65001a5a38cbd46fe	194	Pfam	PF08044	Domain of unknown function (DUF1707)	11	63	6.6e-16	T	08-02-2023	IPR012551	Protein of unknown function DUF1707	NaN	FAMILY
NP_217378.1	b34ab37643d735f65001a5a38cbd46fe	194	PANTHER	PTHR40763	MEMBRANE PROTEIN-RELATED	1	193	2.7e-57	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	Pfam	PF00196	Bacterial regulatory proteins, luxR family	150	204	8e-18	T	08-02-2023	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	DOMAIN
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	SUPERFAMILY	SSF46894	C-terminal effector domain of the bipartite response regulators	137	208	2.65e-19	T	08-02-2023	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677	HOMOLOGOUS_SUPERFAMILY
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	SUPERFAMILY	SSF46894	C-terminal effector domain of the bipartite response regulators	137	208	2.65e-19	T	08-02-2023	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0006355	HOMOLOGOUS_SUPERFAMILY
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	PANTHER	PTHR43214	TWO-COMPONENT RESPONSE REGULATOR	3	207	5.8e-50	T	08-02-2023	IPR039420	Transcriptional regulatory protein WalR-like	NaN	FAMILY
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	CDD	cd17535	REC_NarL-like	4	120	1.3665900000000002e-40	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	FunFam	G3DSA:3.40.50.2300:FF:000221	Two component transcriptional regulator DevR	2	208	0.0	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	SUPERFAMILY	SSF52172	CheY-like	1	129	6.55e-29	T	08-02-2023	IPR011006	CheY-like superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	CDD	cd06170	LuxR_C_like	150	204	1.71336e-19	T	08-02-2023	IPR000792	Transcription regulator LuxR, C-terminal	GO:0006355	DOMAIN
NP_217649.1	5052f85d0d698031e993b2a6797272e2	217	Pfam	PF00072	Response regulator receiver domain	4	115	3.4e-23	T	08-02-2023	IPR001789	Signal transduction response regulator, receiver domain	GO:0000160	DOMAIN
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	FunFam	G3DSA:3.40.640.10:FF:000005	Glycine dehydrogenase (decarboxylating), mitochondrial	96	355	1.7e-126	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	SUPERFAMILY	SSF53383	PLP-dependent transferases	10	438	6.14e-93	T	08-02-2023	IPR015424	Pyridoxal phosphate-dependent transferase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	SUPERFAMILY	SSF53383	PLP-dependent transferases	10	438	6.14e-93	T	08-02-2023	IPR015424	Pyridoxal phosphate-dependent transferase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	FunFam	G3DSA:3.40.640.10:FF:000007	glycine dehydrogenase (Decarboxylating), mitochondrial	508	739	4e-116	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	CDD	cd00613	GDC-P	73	438	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0004375	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	CDD	cd00613	GDC-P	73	438	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0004375	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	CDD	cd00613	GDC-P	73	438	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0006546	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	CDD	cd00613	GDC-P	73	438	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0006546	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	SUPERFAMILY	SSF53383	PLP-dependent transferases	467	936	1.63e-96	T	08-02-2023	IPR015424	Pyridoxal phosphate-dependent transferase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	SUPERFAMILY	SSF53383	PLP-dependent transferases	467	936	1.63e-96	T	08-02-2023	IPR015424	Pyridoxal phosphate-dependent transferase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	Pfam	PF02347	Glycine cleavage system P-protein	9	438	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0004375	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	Pfam	PF02347	Glycine cleavage system P-protein	9	438	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0006546	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	Pfam	PF02347	Glycine cleavage system P-protein	461	720	2.9e-11	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0004375	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	Pfam	PF02347	Glycine cleavage system P-protein	461	720	2.9e-11	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0006546	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	CDD	cd00613	GDC-P	469	856	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0004375	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	CDD	cd00613	GDC-P	469	856	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0004375	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	CDD	cd00613	GDC-P	469	856	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0006546	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	CDD	cd00613	GDC-P	469	856	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0006546	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	FunFam	G3DSA:3.90.1150.10:FF:000059	Glycine dehydrogenase (decarboxylating)	748	888	1.6e-92	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	PANTHER	PTHR11773	GLYCINE DEHYDROGENASE, DECARBOXYLATING	3	939	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0004375	FAMILY
NP_216348.1	d5a713a26ff8f5755b8f3bcb1836bfaf	941	PANTHER	PTHR11773	GLYCINE DEHYDROGENASE, DECARBOXYLATING	3	939	0.0	T	08-02-2023	IPR020581	Glycine cleavage system P protein	GO:0006546	FAMILY
NP_215916.1	d86f7cd55098039a5a2b6ab5314b43fa	320	FunFam	G3DSA:3.40.50.1820:FF:000089	Alpha/beta hydrolase	11	317	4.500000000000001e-111	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215916.1	d86f7cd55098039a5a2b6ab5314b43fa	320	PANTHER	PTHR23024	ARYLACETAMIDE DEACETYLASE	68	291	1.3999999999999998e-41	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215916.1	d86f7cd55098039a5a2b6ab5314b43fa	320	SUPERFAMILY	SSF53474	alpha/beta-Hydrolases	46	308	2.1700000000000002e-66	T	08-02-2023	IPR029058	Alpha/Beta hydrolase fold	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215916.1	d86f7cd55098039a5a2b6ab5314b43fa	320	Pfam	PF07859	alpha/beta hydrolase fold	87	294	2.4e-71	T	08-02-2023	IPR013094	Alpha/beta hydrolase fold-3	GO:0016787	DOMAIN
NP_215561.1	8351075c9bd3821aed150e0e0bc22824	293	Pfam	PF08843	Nucleotidyl transferase AbiEii toxin, Type IV TA system	49	279	3.2e-16	T	08-02-2023	IPR014942	Nucleotidyl transferase AbiEii toxin, Type IV TA system	NaN	FAMILY
NP_216029.1	40564fa50d94427f5190c5eb544ad401	243	FunFam	G3DSA:3.40.50.150:FF:000328	FkbM family methyltransferase	29	201	1.7e-111	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216029.1	40564fa50d94427f5190c5eb544ad401	243	PANTHER	PTHR36973	SLL1456 PROTEIN-RELATED	4	241	2.6e-58	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216029.1	40564fa50d94427f5190c5eb544ad401	243	Pfam	PF05050	Methyltransferase FkbM domain	45	215	4.9e-18	T	08-02-2023	IPR006342	Methyltransferase FkbM	NaN	DOMAIN
NP_216029.1	40564fa50d94427f5190c5eb544ad401	243	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	4	216	1.8e-33	T	08-02-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216540.1	da4b1ef6636b3c7eb89d1c99ca6ca7e9	515	PANTHER	PTHR47396	TYPE I RESTRICTION ENZYME ECOKI R PROTEIN	165	418	5.8e-32	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216540.1	da4b1ef6636b3c7eb89d1c99ca6ca7e9	515	CDD	cd22333	LlaBIII_nuclease-like	4	152	1.61252e-80	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216540.1	da4b1ef6636b3c7eb89d1c99ca6ca7e9	515	Pfam	PF04851	Type III restriction enzyme, res subunit	166	363	1.7e-29	T	08-02-2023	IPR006935	Helicase/UvrB, N-terminal	GO:0003677	DOMAIN
NP_216540.1	da4b1ef6636b3c7eb89d1c99ca6ca7e9	515	Pfam	PF04851	Type III restriction enzyme, res subunit	166	363	1.7e-29	T	08-02-2023	IPR006935	Helicase/UvrB, N-terminal	GO:0005524	DOMAIN
NP_216540.1	da4b1ef6636b3c7eb89d1c99ca6ca7e9	515	Pfam	PF04851	Type III restriction enzyme, res subunit	166	363	1.7e-29	T	08-02-2023	IPR006935	Helicase/UvrB, N-terminal	GO:0016787	DOMAIN
NP_216540.1	da4b1ef6636b3c7eb89d1c99ca6ca7e9	515	SUPERFAMILY	SSF52980	Restriction endonuclease-like	20	149	6.97e-11	T	08-02-2023	IPR011335	Restriction endonuclease  type II-like	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216540.1	da4b1ef6636b3c7eb89d1c99ca6ca7e9	515	Pfam	PF13156	Restriction endonuclease	34	153	9.8e-48	T	08-02-2023	IPR039442	Mrr-like domain	NaN	DOMAIN
NP_216540.1	da4b1ef6636b3c7eb89d1c99ca6ca7e9	515	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	149	363	4.2600000000000004e-27	T	08-02-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215370.1	82b5de45164b62f2c0d83bd38cc6fdc2	359	Pfam	PF02515	CoA-transferase family III	7	349	1.7000000000000002e-74	T	08-02-2023	IPR003673	CoA-transferase family III	GO:0003824	FAMILY
NP_215370.1	82b5de45164b62f2c0d83bd38cc6fdc2	359	FunFam	G3DSA:3.30.1540.10:FF:000004	Probable alpha-methylacyl-CoA racemase mcr	216	304	1.2999999999999998e-43	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215370.1	82b5de45164b62f2c0d83bd38cc6fdc2	359	PANTHER	PTHR48228	SUCCINYL-COA--D-CITRAMALATE COA-TRANSFERASE	5	353	2.4e-121	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215370.1	82b5de45164b62f2c0d83bd38cc6fdc2	359	FunFam	G3DSA:3.40.50.10540:FF:000004	Probable alpha-methylacyl-CoA racemase mcr	5	220	2.9000000000000004e-111	T	08-02-2023	NaN	NaN	NaN	NaN
NP_215370.1	82b5de45164b62f2c0d83bd38cc6fdc2	359	SUPERFAMILY	SSF89796	CoA-transferase family III (CaiB/BaiF)	5	350	1.1200000000000001e-100	T	08-02-2023	IPR023606	CoA-transferase family III domain 1 superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216765.1	7044aa874424aff1350f7df7308d677b	516	Pfam	PF16901	C-terminal domain of alpha-glycerophosphate oxidase	411	504	7.3e-14	T	08-02-2023	IPR031656	Alpha-glycerophosphate oxidase, C-terminal	NaN	DOMAIN
NP_216765.1	7044aa874424aff1350f7df7308d677b	516	PANTHER	PTHR11985	GLYCEROL-3-PHOSPHATE DEHYDROGENASE	12	504	5.5e-110	T	08-02-2023	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	GO:0004368	FAMILY
NP_216765.1	7044aa874424aff1350f7df7308d677b	516	PANTHER	PTHR11985	GLYCEROL-3-PHOSPHATE DEHYDROGENASE	12	504	5.5e-110	T	08-02-2023	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	GO:0006072	FAMILY
NP_216765.1	7044aa874424aff1350f7df7308d677b	516	PANTHER	PTHR11985	GLYCEROL-3-PHOSPHATE DEHYDROGENASE	12	504	5.5e-110	T	08-02-2023	IPR000447	FAD-dependent glycerol-3-phosphate dehydrogenase	GO:0009331	FAMILY
NP_216765.1	7044aa874424aff1350f7df7308d677b	516	FunFam	G3DSA:1.10.8.870:FF:000012	Glycerol-3-phosphate dehydrogenase	430	515	8.5e-51	T	08-02-2023	NaN	NaN	NaN	NaN
NP_216765.1	7044aa874424aff1350f7df7308d677b	516	SUPERFAMILY	SSF51905	FAD/NAD(P)-binding domain	28	354	4.1400000000000003e-29	T	08-02-2023	IPR036188	FAD/NAD(P)-binding domain superfamily	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216765.1	7044aa874424aff1350f7df7308d677b	516	Pfam	PF01266	FAD dependent oxidoreductase	28	363	9.6e-49	T	08-02-2023	IPR006076	FAD dependent oxidoreductase	GO:0016491	DOMAIN
NP_217494.1	abcd382ed1f7dc931aa8ad910ae551ec	459	Pfam	PF07282	Putative transposase DNA-binding domain	345	407	1.3e-13	T	08-02-2023	IPR010095	Transposase IS605, OrfB, C-terminal	NaN	DOMAIN
NP_217494.1	abcd382ed1f7dc931aa8ad910ae551ec	459	Pfam	PF12323	Helix-turn-helix domain	13	48	4.9e-09	T	08-02-2023	IPR021027	Transposase, putative, helix-turn-helix domain	NaN	DOMAIN
NP_217494.1	abcd382ed1f7dc931aa8ad910ae551ec	459	Pfam	PF01385	Probable transposase	203	320	1.8e-27	T	08-02-2023	IPR001959	Probable transposase, IS891/IS1136/IS1341	NaN	DOMAIN
NP_215935.1	9ffeed36d6ae13ff2203ba5051072ae7	157	SUPERFAMILY	SSF50370	Ricin B-like lectins	35	155	1.3300000000000001e-21	T	08-02-2023	IPR035992	Ricin B-like lectins	NaN	HOMOLOGOUS_SUPERFAMILY
NP_215935.1	9ffeed36d6ae13ff2203ba5051072ae7	157	CDD	cd00161	RICIN	45	154	5.43176e-16	T	08-02-2023	IPR000772	Ricin B, lectin domain	NaN	DOMAIN
NP_215935.1	9ffeed36d6ae13ff2203ba5051072ae7	157	Pfam	PF00652	Ricin-type beta-trefoil lectin domain	37	153	2.1e-18	T	08-02-2023	IPR000772	Ricin B, lectin domain	NaN	DOMAIN
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	Pfam	PF01040	UbiA prenyltransferase family	35	283	8.5e-58	T	08-02-2023	IPR000537	UbiA prenyltransferase family	GO:0016020	FAMILY
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	Pfam	PF01040	UbiA prenyltransferase family	35	283	8.5e-58	T	08-02-2023	IPR000537	UbiA prenyltransferase family	GO:0016765	FAMILY
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	CDD	cd13957	PT_UbiA_Cox10	24	295	3.61925e-98	T	08-02-2023	IPR006369	Protohaem IX farnesyltransferase	GO:0006783	FAMILY
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	CDD	cd13957	PT_UbiA_Cox10	24	295	3.61925e-98	T	08-02-2023	IPR006369	Protohaem IX farnesyltransferase	GO:0008495	FAMILY
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	CDD	cd13957	PT_UbiA_Cox10	24	295	3.61925e-98	T	08-02-2023	IPR006369	Protohaem IX farnesyltransferase	GO:0016020	FAMILY
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	PANTHER	PTHR43448	PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL	21	299	8.799999999999999e-62	T	08-02-2023	IPR006369	Protohaem IX farnesyltransferase	GO:0006783	FAMILY
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	PANTHER	PTHR43448	PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL	21	299	8.799999999999999e-62	T	08-02-2023	IPR006369	Protohaem IX farnesyltransferase	GO:0008495	FAMILY
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	PANTHER	PTHR43448	PROTOHEME IX FARNESYLTRANSFERASE, MITOCHONDRIAL	21	299	8.799999999999999e-62	T	08-02-2023	IPR006369	Protohaem IX farnesyltransferase	GO:0016020	FAMILY
NP_215967.1	0c27effe49787abf13abb7d9b741ec99	308	FunFam	G3DSA:1.10.357.140:FF:000001	Protoheme IX farnesyltransferase	27	181	2.8999999999999996e-55	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	Pfam	PF10369	Small subunit of acetolactate synthase	87	160	9.1e-27	T	08-02-2023	IPR019455	Acetolactate synthase, small subunit, C-terminal	NaN	DOMAIN
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	FunFam	G3DSA:3.30.70.1150:FF:000001	Acetolactate synthase small subunit	86	162	1.9e-27	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	Pfam	PF01842	ACT domain	6	71	4.7e-18	T	08-02-2023	IPR002912	ACT domain	NaN	DOMAIN
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	SUPERFAMILY	SSF55021	ACT-like	6	77	2.75e-22	T	08-02-2023	IPR045865	ACT-like domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	SUPERFAMILY	SSF55021	ACT-like	6	77	2.75e-22	T	08-02-2023	IPR045865	ACT-like domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	CDD	cd04878	ACT_AHAS	6	77	6.89388e-36	T	08-02-2023	IPR039557	AHAS, ACT domain	NaN	DOMAIN
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	PANTHER	PTHR30239	ACETOLACTATE SYNTHASE SMALL SUBUNIT	4	162	1.9e-61	T	08-02-2023	IPR004789	Acetolactate synthase, small subunit	GO:0009082	FAMILY
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	PANTHER	PTHR30239	ACETOLACTATE SYNTHASE SMALL SUBUNIT	4	162	1.9e-61	T	08-02-2023	IPR004789	Acetolactate synthase, small subunit	GO:1990610	FAMILY
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	FunFam	G3DSA:3.30.70.260:FF:000001	Acetolactate synthase, small subunit	4	82	8e-35	T	08-02-2023	NaN	NaN	NaN	NaN
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	SUPERFAMILY	SSF55021	ACT-like	82	163	1.5999999999999998e-25	T	08-02-2023	IPR045865	ACT-like domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_217518.1	1d5e9eeb60f07bebb4c9c79c88f8a081	168	SUPERFAMILY	SSF55021	ACT-like	82	163	1.5999999999999998e-25	T	08-02-2023	IPR045865	ACT-like domain	NaN	HOMOLOGOUS_SUPERFAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	Pfam	PF00183	Hsp90 protein	235	645	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0005524	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	Pfam	PF00183	Hsp90 protein	235	645	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0006457	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	Pfam	PF00183	Hsp90 protein	235	645	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0016887	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	Pfam	PF00183	Hsp90 protein	235	645	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0051082	FAMILY
NP_216815.1	f57543b3006ccfd0e4fa36fb9b5ebda1	647	Pfam	PF00183	Hsp90 protein	235	645	0.0	T	08-02-2023	IPR001404	Heat shock protein Hsp90 family	GO:0140662	FAMILY
